asset_id,male,female,unknownUsers,percentMale,percentFemale,near_even,total_interactions
3740288,2,4,2,33%,67%,0,8
3740290,4,5,3,44%,56%,0,12
3740291,2,1,12,67%,33%,0,15
3740292,0,2,3,0%,100%,0,5
3740293,11,18,43,38%,62%,0,72
3740295,12,14,47,46%,54%,1,73
3740298,1,4,12,20%,80%,0,17
3740299,9,20,41,31%,69%,0,70
3740300,3,5,9,38%,63%,0,17
3740301,2,7,10,22%,78%,0,19
3740303,4,5,19,44%,56%,0,28
3740304,3,6,18,33%,67%,0,27
3740305,10,10,40,50%,50%,1,60
3740308,14,15,38,48%,52%,1,67
3740331,4,6,9,40%,60%,0,19
3740334,4,4,20,50%,50%,1,28
3740336,3,11,10,21%,79%,0,24
3740339,4,4,19,50%,50%,1,27
3740342,2,1,14,67%,33%,0,17
3740343,2,6,16,25%,75%,0,24
3740348,13,6,54,68%,32%,0,73
3740356,2,5,11,29%,71%,0,18
3740358,4,5,14,44%,56%,0,23
3740359,8,11,48,42%,58%,0,67
3740362,1,3,11,25%,75%,0,15
3740363,5,8,5,38%,62%,0,18
3740365,4,5,15,44%,56%,0,24
3740366,3,8,15,27%,73%,0,26
3740378,8,13,44,38%,62%,0,65
3740383,4,7,40,36%,64%,0,51
3740386,10,18,32,36%,64%,0,60
3740394,100,130,288,43%,57%,0,518
3740395,12,15,41,44%,56%,0,68
3740399,8,9,42,47%,53%,1,59
3740400,3,17,42,15%,85%,0,62
3740403,15,15,47,50%,50%,1,77
3740405,13,9,56,59%,41%,0,78
3740443,1,10,18,9%,91%,0,29
3740448,3,5,17,38%,63%,0,25
3740449,2,6,15,25%,75%,0,23
3740450,4,5,10,44%,56%,0,19
3740451,2,3,10,40%,60%,0,15
3740452,3,4,10,43%,57%,0,17
3740462,2,7,13,22%,78%,0,22
3740464,3,3,17,50%,50%,1,23
3740466,1,3,14,25%,75%,0,18
3740467,4,7,14,36%,64%,0,25
3740468,6,5,8,55%,45%,1,19
3740469,0,6,7,0%,100%,0,13
3740476,7,7,15,50%,50%,1,29
3740477,3,3,15,50%,50%,1,21
3740479,3,4,17,43%,57%,0,24
3740480,2,12,20,14%,86%,0,34
3740481,2,7,25,22%,78%,0,34
3740482,7,7,26,50%,50%,1,40
3740498,5,3,20,63%,38%,0,28
3740502,1,5,17,17%,83%,0,23
3740503,3,6,12,33%,67%,0,21
3740504,2,9,23,18%,82%,0,34
3740505,8,5,20,62%,38%,0,33
3740506,3,9,13,25%,75%,0,25
3740512,2,7,12,22%,78%,0,21
3740513,0,3,18,0%,100%,0,21
3740737,74,77,275,49%,51%,1,426
3740847,1,6,12,14%,86%,0,19
3740850,2,3,13,40%,60%,0,18
3740851,1,7,14,13%,88%,0,22
3740853,2,6,13,25%,75%,0,21
3740854,2,3,14,40%,60%,0,19
3740855,6,4,20,60%,40%,0,30
3740860,3,3,15,50%,50%,1,21
3740862,2,1,17,67%,33%,0,20
3740864,4,5,15,44%,56%,0,24
3740865,6,8,12,43%,57%,0,26
3740867,9,7,18,56%,44%,0,34
3740869,4,1,26,80%,20%,0,31
3740875,2,2,16,50%,50%,1,20
3740876,4,10,16,29%,71%,0,30
3740914,6,11,28,35%,65%,0,45
3740916,3,3,13,50%,50%,1,19
3740930,2,7,11,22%,78%,0,20
3740932,3,3,10,50%,50%,1,16
3740934,2,2,13,50%,50%,1,17
3740935,4,5,6,44%,56%,0,15
3740938,1,0,10,100%,0%,0,11
3740940,0,6,7,0%,100%,0,13
3740941,1,1,7,50%,50%,1,9
3740942,2,2,3,50%,50%,1,7
3740943,0,3,6,0%,100%,0,9
3740944,2,1,3,67%,33%,0,6
3740948,0,1,4,0%,100%,0,5
3740950,1,1,5,50%,50%,1,7
3740951,1,3,8,25%,75%,0,12
3740952,1,1,3,50%,50%,1,5
3740953,3,5,5,38%,63%,0,13
3740955,2,2,5,50%,50%,1,9
3740983,1,2,12,33%,67%,0,15
3740989,2,3,0,40%,60%,0,5
3740990,4,1,6,80%,20%,0,11
3740995,3,0,6,100%,0%,0,9
3740996,1,4,4,20%,80%,0,9
3740998,0,4,2,0%,100%,0,6
3741002,1,5,5,17%,83%,0,11
3741004,1,1,2,50%,50%,1,4
3741008,2,1,4,67%,33%,0,7
3741010,1,4,6,20%,80%,0,11
3741011,2,1,3,67%,33%,0,6
3741013,1,2,4,33%,67%,0,7
3741023,1,1,4,50%,50%,1,6
3741025,0,1,6,0%,100%,0,7
3741028,0,1,4,0%,100%,0,5
3741029,3,1,4,75%,25%,0,8
3741030,1,3,2,25%,75%,0,6
3741031,0,3,7,0%,100%,0,10
3742100,2,1,5,67%,33%,0,8
3742103,1,1,1,50%,50%,1,3
3742104,3,2,5,60%,40%,0,10
3742105,1,3,6,25%,75%,0,10
3742107,1,2,4,33%,67%,0,7
3742108,0,0,5,NaN%,NaN%,0,5
3742112,4,1,6,80%,20%,0,11
3742115,2,0,2,100%,0%,0,4
3742116,0,0,2,NaN%,NaN%,0,2
3742117,1,2,1,33%,67%,0,4
3742119,1,0,0,100%,0%,0,1
3742120,1,0,3,100%,0%,0,4
3742123,0,0,4,NaN%,NaN%,0,4
3742124,1,2,4,33%,67%,0,7
3742126,3,0,5,100%,0%,0,8
3742127,1,1,3,50%,50%,1,5
3742129,1,1,6,50%,50%,1,8
3742130,1,3,4,25%,75%,0,8
3742171,1,1,2,50%,50%,1,4
3742174,1,4,5,20%,80%,0,10
3742177,3,1,6,75%,25%,0,10
3742178,1,4,6,20%,80%,0,11
3742180,2,1,2,67%,33%,0,5
3742182,2,0,5,100%,0%,0,7
3742192,1,0,6,100%,0%,0,7
3742195,2,1,2,67%,33%,0,5
3742196,2,1,4,67%,33%,0,7
3742197,1,1,4,50%,50%,1,6
3742198,1,0,3,100%,0%,0,4
3742200,0,1,0,0%,100%,0,1
3742208,0,0,2,NaN%,NaN%,0,2
3742215,1,3,5,25%,75%,0,9
3742216,1,1,3,50%,50%,1,5
3742217,2,0,6,100%,0%,0,8
3742218,2,5,4,29%,71%,0,11
3742219,0,1,0,0%,100%,0,1
3743073,61,78,231,44%,56%,0,370
3743076,85,85,261,50%,50%,1,431
3743088,84,84,285,50%,50%,1,453
3744176,7,4,12,64%,36%,0,23
3745685,0,0,3,NaN%,NaN%,0,3
3745692,0,1,1,0%,100%,0,2
3745693,0,0,5,NaN%,NaN%,0,5
3745694,1,2,2,33%,67%,0,5
3745695,0,1,4,0%,100%,0,5
3745698,0,0,2,NaN%,NaN%,0,2
3745701,1,2,2,33%,67%,0,5
3745704,0,2,3,0%,100%,0,5
3745706,1,3,5,25%,75%,0,9
3745707,0,1,4,0%,100%,0,5
3745723,1,1,1,50%,50%,1,3
3745786,3,2,3,60%,40%,0,8
3745791,2,1,3,67%,33%,0,6
3745793,0,1,1,0%,100%,0,2
3745794,0,3,3,0%,100%,0,6
3745796,1,2,0,33%,67%,0,3
3745809,0,1,1,0%,100%,0,2
3745816,2,1,0,67%,33%,0,3
3745819,0,1,3,0%,100%,0,4
3745820,0,1,6,0%,100%,0,7
3745822,1,0,2,100%,0%,0,3
3746245,0,2,7,0%,100%,0,9
3746247,1,3,3,25%,75%,0,7
3746249,1,1,3,50%,50%,1,5
3746251,0,0,3,NaN%,NaN%,0,3
3746252,0,1,5,0%,100%,0,6
3746254,2,3,1,40%,60%,0,6
3746255,1,1,2,50%,50%,1,4
3746257,0,1,3,0%,100%,0,4
3746258,0,0,2,NaN%,NaN%,0,2
3746259,0,2,4,0%,100%,0,6
3746261,1,3,3,25%,75%,0,7
3746263,0,1,3,0%,100%,0,4
3746264,3,0,3,100%,0%,0,6
3746265,1,0,1,100%,0%,0,2
3746266,0,0,2,NaN%,NaN%,0,2
3746270,1,1,1,50%,50%,1,3
3746272,0,1,5,0%,100%,0,6
3746273,1,1,1,50%,50%,1,3
3746274,1,0,1,100%,0%,0,2
3746275,1,2,3,33%,67%,0,6
3746280,0,2,2,0%,100%,0,4
3746285,0,0,3,NaN%,NaN%,0,3
3746286,2,1,4,67%,33%,0,7
3746287,1,3,2,25%,75%,0,6
3746288,1,2,3,33%,67%,0,6
3746333,0,3,4,0%,100%,0,7
3746334,2,4,6,33%,67%,0,12
3747381,69,72,269,49%,51%,1,410
3747542,12,22,56,35%,65%,0,90
3750744,1,5,8,17%,83%,0,14
3751675,15,18,70,45%,55%,1,103
3752486,19,22,57,46%,54%,1,98
3752541,9,7,25,56%,44%,0,41
3752543,4,5,16,44%,56%,0,25
3752544,6,1,16,86%,14%,0,23
3752545,7,10,8,41%,59%,0,25
3752550,4,5,16,44%,56%,0,25
3752551,5,5,15,50%,50%,1,25
3752553,4,4,14,50%,50%,1,22
3752557,8,3,11,73%,27%,0,22
3752559,0,5,12,0%,100%,0,17
3752583,1,2,8,33%,67%,0,11
3752584,2,4,7,33%,67%,0,13
3752586,2,4,5,33%,67%,0,11
3752588,2,2,4,50%,50%,1,8
3752590,2,2,12,50%,50%,1,16
3752600,2,0,14,100%,0%,0,16
3752603,5,6,12,45%,55%,1,23
3752605,4,3,9,57%,43%,0,16
3752606,4,2,14,67%,33%,0,20
3752607,7,3,14,70%,30%,0,24
3752616,1,0,10,100%,0%,0,11
3752619,5,4,12,56%,44%,0,21
3752624,4,4,11,50%,50%,1,19
3752626,3,3,16,50%,50%,1,22
3752627,4,5,11,44%,56%,0,20
3752630,3,4,5,43%,57%,0,12
3752634,2,6,15,25%,75%,0,23
3752636,2,6,10,25%,75%,0,18
3752637,3,2,9,60%,40%,0,14
3752638,2,3,6,40%,60%,0,11
3752659,1,6,11,14%,86%,0,18
3752661,0,7,5,0%,100%,0,12
3752662,3,10,9,23%,77%,0,22
3752663,0,5,11,0%,100%,0,16
3752664,1,4,10,20%,80%,0,15
3752677,1,3,13,25%,75%,0,17
3752937,14,25,77,36%,64%,0,116
3753179,1,4,6,20%,80%,0,11
3753187,0,1,11,0%,100%,0,12
3753191,2,4,7,33%,67%,0,13
3753194,1,3,7,25%,75%,0,11
3753198,2,3,6,40%,60%,0,11
3753217,2,7,10,22%,78%,0,19
3753229,5,3,8,63%,38%,0,16
3753231,3,3,11,50%,50%,1,17
3753233,1,1,12,50%,50%,1,14
3753256,1,5,9,17%,83%,0,15
3753271,0,7,10,0%,100%,0,17
3753283,1,6,7,14%,86%,0,14
3753285,3,2,6,60%,40%,0,11
3753287,1,3,10,25%,75%,0,14
3753289,3,2,7,60%,40%,0,12
3753324,1,2,8,33%,67%,0,11
3753342,2,2,9,50%,50%,1,13
3753348,3,4,7,43%,57%,0,14
3753352,3,3,10,50%,50%,1,16
3753358,3,4,8,43%,57%,0,15
3753394,4,3,12,57%,43%,0,19
3753398,4,3,12,57%,43%,0,19
3753400,4,9,17,31%,69%,0,30
3753401,5,7,11,42%,58%,0,23
3753403,2,3,11,40%,60%,0,16
3753428,3,5,5,38%,63%,0,13
3753429,2,4,3,33%,67%,0,9
3753433,2,2,14,50%,50%,1,18
3753434,2,2,8,50%,50%,1,12
3753439,1,0,8,100%,0%,0,9
3753455,1,3,6,25%,75%,0,10
3753458,0,0,5,NaN%,NaN%,0,5
3753459,2,0,6,100%,0%,0,8
3753460,1,7,7,13%,88%,0,15
3753461,3,1,5,75%,25%,0,9
3753466,2,1,4,67%,33%,0,7
3753468,3,1,9,75%,25%,0,13
3753470,5,3,6,63%,38%,0,14
3753472,0,2,10,0%,100%,0,12
3753473,4,4,3,50%,50%,1,11
3753499,2,4,11,33%,67%,0,17
3753502,1,1,5,50%,50%,1,7
3753506,2,2,7,50%,50%,1,11
3753509,4,4,6,50%,50%,1,14
3753511,1,0,9,100%,0%,0,10
3753532,3,1,6,75%,25%,0,10
3753535,1,3,7,25%,75%,0,11
3753536,0,3,9,0%,100%,0,12
3753537,4,0,7,100%,0%,0,11
3753538,3,1,10,75%,25%,0,14
3753580,0,4,4,0%,100%,0,8
3753583,2,0,9,100%,0%,0,11
3753586,3,1,6,75%,25%,0,10
3753589,3,2,7,60%,40%,0,12
3753592,2,1,11,67%,33%,0,14
3753627,1,0,7,100%,0%,0,8
3753630,1,5,9,17%,83%,0,15
3753631,3,1,10,75%,25%,0,14
3753633,1,6,6,14%,86%,0,13
3753636,2,2,8,50%,50%,1,12
3753646,2,1,4,67%,33%,0,7
3753647,13,14,47,48%,52%,1,74
3753648,2,1,3,67%,33%,0,6
3753651,5,4,36,56%,44%,0,45
3753656,7,9,29,44%,56%,0,45
3753662,9,12,27,43%,57%,0,48
3753685,1,2,7,33%,67%,0,10
3753688,2,3,7,40%,60%,0,12
3753690,0,3,11,0%,100%,0,14
3753703,2,2,1,50%,50%,1,5
3753704,3,2,8,60%,40%,0,13
3753705,1,5,3,17%,83%,0,9
3753707,1,3,6,25%,75%,0,10
3753708,2,2,9,50%,50%,1,13
3753727,0,5,4,0%,100%,0,9
3753729,5,1,4,83%,17%,0,10
3753730,2,2,3,50%,50%,1,7
3753731,1,0,3,100%,0%,0,4
3753734,0,2,8,0%,100%,0,10
3753748,3,2,6,60%,40%,0,11
3753751,0,0,8,NaN%,NaN%,0,8
3753753,1,7,9,13%,88%,0,17
3753754,0,0,5,NaN%,NaN%,0,5
3753755,1,2,7,33%,67%,0,10
3753762,27,48,118,36%,64%,0,193
3753764,21,25,60,46%,54%,1,106
3753774,2,4,3,33%,67%,0,9
3753776,1,0,7,100%,0%,0,8
3753777,1,2,5,33%,67%,0,8
3753778,3,1,8,75%,25%,0,12
3753779,2,3,4,40%,60%,0,9
3754070,4,0,4,100%,0%,0,8
3754074,2,2,5,50%,50%,1,9
3754075,2,0,8,100%,0%,0,10
3754077,1,4,5,20%,80%,0,10
3754080,4,1,2,80%,20%,0,7
3754082,1,1,9,50%,50%,1,11
3754084,2,0,8,100%,0%,0,10
3754087,0,2,10,0%,100%,0,12
3754092,0,2,5,0%,100%,0,7
3754094,2,3,7,40%,60%,0,12
3754096,0,1,6,0%,100%,0,7
3754097,3,2,4,60%,40%,0,9
3754099,2,2,9,50%,50%,1,13
3754103,5,3,8,63%,38%,0,16
3754104,0,3,4,0%,100%,0,7
3754105,0,2,2,0%,100%,0,4
3754107,0,3,7,0%,100%,0,10
3754109,2,3,3,40%,60%,0,8
3754117,2,2,9,50%,50%,1,13
3754118,1,3,3,25%,75%,0,7
3754119,1,0,2,100%,0%,0,3
3754121,1,2,6,33%,67%,0,9
3754123,3,1,4,75%,25%,0,8
3754127,0,3,5,0%,100%,0,8
3754128,2,3,9,40%,60%,0,14
3754129,4,4,3,50%,50%,1,11
3754131,1,3,1,25%,75%,0,5
3754137,1,6,8,14%,86%,0,15
3754148,3,2,5,60%,40%,0,10
3754150,2,1,5,67%,33%,0,8
3754152,0,0,2,NaN%,NaN%,0,2
3754153,1,3,7,25%,75%,0,11
3754158,2,1,4,67%,33%,0,7
3754160,1,0,4,100%,0%,0,5
3754163,1,2,4,33%,67%,0,7
3754165,0,2,5,0%,100%,0,7
3754249,2,1,9,67%,33%,0,12
3754250,2,2,7,50%,50%,1,11
3754251,1,4,13,20%,80%,0,18
3754252,0,2,7,0%,100%,0,9
3754253,1,2,5,33%,67%,0,8
3754254,1,1,5,50%,50%,1,7
3754256,1,1,6,50%,50%,1,8
3754271,0,1,2,0%,100%,0,3
3754272,1,2,4,33%,67%,0,7
3754275,0,1,1,0%,100%,0,2
3754276,1,2,2,33%,67%,0,5
3754277,0,3,5,0%,100%,0,8
3754279,2,3,3,40%,60%,0,8
3754282,3,3,12,50%,50%,1,18
3754284,3,2,3,60%,40%,0,8
3754285,3,4,4,43%,57%,0,11
3754286,1,3,3,25%,75%,0,7
3754288,1,3,5,25%,75%,0,9
3754289,1,5,3,17%,83%,0,9
3754291,0,1,4,0%,100%,0,5
3754293,1,0,2,100%,0%,0,3
3754297,1,1,5,50%,50%,1,7
3754299,0,3,5,0%,100%,0,8
3754306,2,0,5,100%,0%,0,7
3754309,0,8,7,0%,100%,0,15
3754311,0,2,3,0%,100%,0,5
3754313,4,2,2,67%,33%,0,8
3754317,0,1,5,0%,100%,0,6
3754320,2,2,5,50%,50%,1,9
3754324,0,0,6,NaN%,NaN%,0,6
3754330,0,2,6,0%,100%,0,8
3754336,0,3,1,0%,100%,0,4
3754338,4,7,5,36%,64%,0,16
3754341,2,2,4,50%,50%,1,8
3754345,1,2,2,33%,67%,0,5
3754348,0,2,3,0%,100%,0,5
3754349,2,1,3,67%,33%,0,6
3754351,1,0,4,100%,0%,0,5
3754352,0,1,3,0%,100%,0,4
3754353,2,2,4,50%,50%,1,8
3754354,0,2,6,0%,100%,0,8
3754355,2,0,5,100%,0%,0,7
3754358,1,2,10,33%,67%,0,13
3754359,0,1,4,0%,100%,0,5
3754365,2,1,5,67%,33%,0,8
3754372,0,5,8,0%,100%,0,13
3754373,1,4,8,20%,80%,0,13
3754376,0,1,6,0%,100%,0,7
3755293,7,9,35,44%,56%,0,51
3755296,5,7,25,42%,58%,0,37
3755299,6,12,19,33%,67%,0,37
3755302,5,5,24,50%,50%,1,34
3755308,4,14,22,22%,78%,0,40
3755466,28,40,125,41%,59%,0,193
3755481,22,20,80,52%,48%,1,122
3762767,4,3,25,57%,43%,0,32
3762772,3,6,25,33%,67%,0,34
3762776,2,11,15,15%,85%,0,28
3762780,1,3,30,25%,75%,0,34
3762783,3,4,10,43%,57%,0,17
3762925,33,26,121,56%,44%,0,180
3762937,16,24,88,40%,60%,0,128
3767514,5,6,18,45%,55%,1,29
3767516,3,4,24,43%,57%,0,31
3767517,5,6,21,45%,55%,1,32
3767554,1,6,21,14%,86%,0,28
3767556,4,6,19,40%,60%,0,29
3767688,23,32,104,42%,58%,0,159
3767692,23,18,72,56%,44%,0,113
3770518,3,15,27,17%,83%,0,45
3770531,4,2,18,67%,33%,0,24
3770643,3,8,14,27%,73%,0,25
3770646,4,7,15,36%,64%,0,26
3770647,5,5,19,50%,50%,1,29
3770649,7,6,22,54%,46%,1,35
3771467,21,21,87,50%,50%,1,129
3774877,8,8,17,50%,50%,1,33
3774893,2,3,17,40%,60%,0,22
3774894,5,7,16,42%,58%,0,28
3774898,5,4,15,56%,44%,0,24
3774899,1,8,9,11%,89%,0,18
3775365,37,44,156,46%,54%,1,237
3775371,11,27,88,29%,71%,0,126
3777308,1,10,8,9%,91%,0,19
3777315,1,5,14,17%,83%,0,20
3777327,5,3,10,63%,38%,0,18
3777330,1,4,10,20%,80%,0,15
3777339,2,5,18,29%,71%,0,25
3781157,0,4,9,0%,100%,0,13
3781160,3,3,11,50%,50%,1,17
3781186,4,3,9,57%,43%,0,16
3781189,5,3,12,63%,38%,0,20
3781192,5,2,8,71%,29%,0,15
3786027,5,4,13,56%,44%,0,22
3786029,5,7,19,42%,58%,0,31
3786032,3,2,13,60%,40%,0,18
3786036,1,2,9,33%,67%,0,12
3788135,0,0,2,NaN%,NaN%,0,2
3788141,0,0,1,NaN%,NaN%,0,1
3788142,0,0,1,NaN%,NaN%,0,1
3788145,0,1,1,0%,100%,0,2
3788154,0,0,2,NaN%,NaN%,0,2
3788155,1,5,17,17%,83%,0,23
3788156,0,0,1,NaN%,NaN%,0,1
3788161,0,1,0,0%,100%,0,1
3788163,0,1,4,0%,100%,0,5
3788165,0,0,1,NaN%,NaN%,0,1
3788166,1,0,4,100%,0%,0,5
3788170,0,0,4,NaN%,NaN%,0,4
3788178,0,0,1,NaN%,NaN%,0,1
3788180,0,0,4,NaN%,NaN%,0,4
3789026,2,5,14,29%,71%,0,21
3789029,5,5,12,50%,50%,1,22
3789031,4,9,4,31%,69%,0,17
3789034,3,6,16,33%,67%,0,25
3789061,1,1,4,50%,50%,1,6
3789070,0,0,1,NaN%,NaN%,0,1
3789076,0,1,1,0%,100%,0,2
3789078,0,0,2,NaN%,NaN%,0,2
3789083,0,1,2,0%,100%,0,3
3789089,1,1,0,50%,50%,1,2
3789096,0,0,4,NaN%,NaN%,0,4
3789101,1,0,0,100%,0%,0,1
3789126,0,0,1,NaN%,NaN%,0,1
3789366,6,6,22,50%,50%,1,34
3790376,18,32,103,36%,64%,0,153
3790691,27,24,94,53%,47%,1,145
3790692,25,30,75,45%,55%,1,130
3792758,1,6,6,14%,86%,0,13
3792775,0,6,5,0%,100%,0,11
3792777,4,5,16,44%,56%,0,25
3792783,3,5,10,38%,63%,0,18
3794097,0,0,1,NaN%,NaN%,0,1
3795057,40,49,159,45%,55%,0,248
3795093,1,5,13,17%,83%,0,19
3795095,2,5,3,29%,71%,0,10
3795097,1,7,6,13%,88%,0,14
3796098,0,9,6,0%,100%,0,15
3796099,6,4,14,60%,40%,0,24
3796107,2,0,8,100%,0%,0,10
3796109,4,3,13,57%,43%,0,20
3796112,2,2,10,50%,50%,1,14
3796571,13,23,59,36%,64%,0,95
3799421,4,3,11,57%,43%,0,18
3799423,6,3,5,67%,33%,0,14
3799425,1,6,7,14%,86%,0,14
3799427,1,4,10,20%,80%,0,15
3799428,1,6,8,14%,86%,0,15
3799630,0,0,1,NaN%,NaN%,0,1
3799923,8,10,31,44%,56%,0,49
3799924,8,10,25,44%,56%,0,43
3799926,6,12,32,33%,67%,0,50
3799929,8,11,19,42%,58%,0,38
3799931,5,16,26,24%,76%,0,47
3800126,0,0,1,NaN%,NaN%,0,1
3801723,13,26,64,33%,67%,0,103
3801725,8,14,35,36%,64%,0,57
3801730,9,12,18,43%,57%,0,39
3801732,4,5,20,44%,56%,0,29
3801733,4,7,20,36%,64%,0,31
3801735,3,7,23,30%,70%,0,33
3801736,5,4,18,56%,44%,0,27
3801738,9,8,22,53%,47%,1,39
3801743,2,1,18,67%,33%,0,21
3801748,8,8,17,50%,50%,1,33
3801752,3,4,14,43%,57%,0,21
3801755,3,1,12,75%,25%,0,16
3801759,5,7,19,42%,58%,0,31
3801760,3,8,10,27%,73%,0,21
3801762,1,9,15,10%,90%,0,25
3801764,3,4,14,43%,57%,0,21
3801765,5,4,15,56%,44%,0,24
3801770,1,1,11,50%,50%,1,13
3801772,2,3,15,40%,60%,0,20
3801774,8,7,15,53%,47%,1,30
3801775,5,0,8,100%,0%,0,13
3801778,3,4,11,43%,57%,0,18
3802467,2,7,10,22%,78%,0,19
3802469,3,4,9,43%,57%,0,16
3802472,0,6,8,0%,100%,0,14
3802475,0,3,11,0%,100%,0,14
3802476,0,4,10,0%,100%,0,14
3802592,12,26,60,32%,68%,0,98
3802642,2,4,10,33%,67%,0,16
3802646,3,3,13,50%,50%,1,19
3802648,1,2,11,33%,67%,0,14
3802650,0,3,15,0%,100%,0,18
3802654,1,4,14,20%,80%,0,19
3802678,2,6,13,25%,75%,0,21
3802682,5,3,12,63%,38%,0,20
3802683,2,4,12,33%,67%,0,18
3802686,2,5,11,29%,71%,0,18
3802689,4,4,14,50%,50%,1,22
3802696,3,3,8,50%,50%,1,14
3802699,6,2,14,75%,25%,0,22
3802718,0,3,9,0%,100%,0,12
3802724,3,4,15,43%,57%,0,22
3802727,3,6,13,33%,67%,0,22
3802751,2,3,11,40%,60%,0,16
3802758,1,6,6,14%,86%,0,13
3802774,5,1,9,83%,17%,0,15
3803721,2,6,13,25%,75%,0,21
3803724,4,6,19,40%,60%,0,29
3803725,4,7,14,36%,64%,0,25
3803728,5,5,11,50%,50%,1,21
3803735,4,6,11,40%,60%,0,21
3803746,0,8,13,0%,100%,0,21
3803752,3,5,11,38%,63%,0,19
3803755,4,2,12,67%,33%,0,18
3803758,0,5,12,0%,100%,0,17
3803762,4,3,18,57%,43%,0,25
3803773,5,3,18,63%,38%,0,26
3803777,3,2,9,60%,40%,0,14
3803786,4,2,22,67%,33%,0,28
3803790,3,7,10,30%,70%,0,20
3803792,3,4,23,43%,57%,0,30
3803796,8,5,13,62%,38%,0,26
3803800,2,7,13,22%,78%,0,22
3803802,3,8,13,27%,73%,0,24
3803804,3,4,9,43%,57%,0,16
3803806,3,6,11,33%,67%,0,20
3803812,6,6,11,50%,50%,1,23
3803814,1,2,11,33%,67%,0,14
3803816,3,4,16,43%,57%,0,23
3803819,1,3,14,25%,75%,0,18
3804266,3,4,12,43%,57%,0,19
3804268,1,8,11,11%,89%,0,20
3804270,3,3,12,50%,50%,1,18
3804273,3,2,22,60%,40%,0,27
3804287,3,6,22,33%,67%,0,31
3804292,3,5,9,38%,63%,0,17
3804295,2,5,13,29%,71%,0,20
3804301,5,5,9,50%,50%,1,19
3804317,2,4,10,33%,67%,0,16
3804320,3,6,14,33%,67%,0,23
3804323,4,6,13,40%,60%,0,23
3804588,2,6,15,25%,75%,0,23
3804598,8,5,13,62%,38%,0,26
3804600,5,1,12,83%,17%,0,18
3804602,2,10,16,17%,83%,0,28
3804603,4,7,14,36%,64%,0,25
3804606,3,6,12,33%,67%,0,21
3804611,2,2,16,50%,50%,1,20
3804618,0,3,5,0%,100%,0,8
3804623,7,6,13,54%,46%,1,26
3804627,5,3,18,63%,38%,0,26
3804630,6,5,9,55%,45%,1,20
3804633,4,3,8,57%,43%,0,15
3804643,4,2,6,67%,33%,0,12
3804649,4,8,14,33%,67%,0,26
3804657,5,4,9,56%,44%,0,18
3805539,3,5,7,38%,63%,0,15
3805541,2,3,9,40%,60%,0,14
3805542,2,7,12,22%,78%,0,21
3805546,1,4,9,20%,80%,0,14
3805547,5,2,10,71%,29%,0,17
3805653,4,4,14,50%,50%,1,22
3805667,3,4,10,43%,57%,0,17
3805675,8,4,15,67%,33%,0,27
3805679,6,2,10,75%,25%,0,18
3805680,1,3,15,25%,75%,0,19
3805682,5,6,11,45%,55%,1,22
3805686,3,8,21,27%,73%,0,32
3805690,35,49,163,42%,58%,0,247
3805692,2,3,6,40%,60%,0,11
3805693,15,21,63,42%,58%,0,99
3805697,1,3,15,25%,75%,0,19
3805701,1,4,9,20%,80%,0,14
3805702,6,2,7,75%,25%,0,15
3805704,4,7,19,36%,64%,0,30
3805706,4,3,10,57%,43%,0,17
3805709,3,7,10,30%,70%,0,20
3805710,2,6,5,25%,75%,0,13
3805741,2,4,14,33%,67%,0,20
3805742,7,2,11,78%,22%,0,20
3805743,1,3,21,25%,75%,0,25
3805747,3,5,15,38%,63%,0,23
3805750,1,4,14,20%,80%,0,19
3805751,1,4,16,20%,80%,0,21
3805753,0,3,15,0%,100%,0,18
3805757,3,7,13,30%,70%,0,23
3805759,3,7,10,30%,70%,0,20
3805782,2,3,8,40%,60%,0,13
3805784,2,1,8,67%,33%,0,11
3805787,3,4,15,43%,57%,0,22
3805788,6,4,14,60%,40%,0,24
3805797,8,4,17,67%,33%,0,29
3805813,3,11,10,21%,79%,0,24
3805817,5,2,11,71%,29%,0,18
3805820,6,3,16,67%,33%,0,25
3805822,5,1,19,83%,17%,0,25
3805824,6,6,17,50%,50%,1,29
3805825,2,2,15,50%,50%,1,19
3805838,2,6,12,25%,75%,0,20
3805840,3,3,17,50%,50%,1,23
3805845,2,7,15,22%,78%,0,24
3806193,3,1,15,75%,25%,0,19
3806198,0,1,6,0%,100%,0,7
3806199,1,1,2,50%,50%,1,4
3806200,0,1,4,0%,100%,0,5
3806201,0,0,1,NaN%,NaN%,0,1
3808713,3,3,11,50%,50%,1,17
3808725,5,7,13,42%,58%,0,25
3808738,1,5,10,17%,83%,0,16
3808768,1,2,5,33%,67%,0,8
3808793,3,6,11,33%,67%,0,20
3809237,45,71,200,39%,61%,0,316
3809364,60,70,214,46%,54%,1,344
3809368,9,17,69,35%,65%,0,95
3809395,5,4,16,56%,44%,0,25
3809398,0,5,15,0%,100%,0,20
3809410,1,2,19,33%,67%,0,22
3809419,4,6,12,40%,60%,0,22
3809422,2,3,7,40%,60%,0,12
3809436,3,6,13,33%,67%,0,22
3809439,2,5,10,29%,71%,0,17
3809445,1,3,12,25%,75%,0,16
3809448,3,8,19,27%,73%,0,30
3809451,2,5,11,29%,71%,0,18
3809453,4,3,12,57%,43%,0,19
3809457,3,8,15,27%,73%,0,26
